"story_id","status","nl","folio_gold_fol","siv_extraction_view","siv_tests","siv_translation","folio_gold_score","siv_translation_score"
"472","evaluated","All vertebrate animals have a backbone.","∀x (Animal(x) ∧ Vertebrate(x) → With(x, backbone))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(VertebrateAnimal(x) -> HaveBackbone(x))","[positive|entailed] all v0.(VertebrateAnimal(v0) -> HaveBackbone(v0))
[contrastive|not_entailed] all x.(VertebrateAnimal(x) -> -HaveBackbone(x))","all x.(VertebrateAnimal(x) -> HaveBackbone(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"472","evaluated","All bees do not reproduce by male-and-female mating.","∀x (Bee(x) → ¬ReproduceBy(x, male-and-femaleMating))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Bee(x) -> -ReproduceByMating(x))","[positive|entailed] all v0.(Bee(v0) -> -ReproduceByMating(v0))
[contrastive|not_entailed] all x.(-Bee(x) -> -ReproduceByMating(x))
[contrastive|not_entailed] all x.(Bee(x) -> ReproduceByMating(x))
[contrastive|not_entailed] all x.(-ReproduceByMating(x))","all x.(Bee(x) -> -ReproduceByMating(x))","PARSE_ERROR (normalized: all x (Bee(x) -> -ReproduceBy(x, male-and-femaleMating)))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:3/3)"
"472","evaluated","All queen bees are bees.","∀x (QueenBee(x) → Bee(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(QueenBee(x) -> Bee(x))","[positive|entailed] all v0.(QueenBee(v0) -> Bee(v0))
[contrastive|not_entailed] all x.(QueenBee(x) -> -Bee(x))","all x.(QueenBee(x) -> Bee(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"472","evaluated","Harry is a bee.","Bee(harry)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: Bee(harry)","[positive|entailed] Bee(harry)
[contrastive|not_entailed] -Bee(harry)","Bee(harry)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"379","evaluated","If people live at home, then they do not live with strangers.","∀x (LiveAt(x, home) → ¬LiveWith(x, strangers))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Person(x) -> (LiveAt(x, home) -> all y.(Stranger(y) -> -LiveWith(x, y))))","[positive|entailed] all v0.(Person(v0) -> (LiveAt(v0,home) -> all v1.(Stranger(v1) -> -LiveWith(v0,v1))))
[contrastive|not_entailed] all x.(Person(x) -> -((LiveAt(x, home) -> all y.(Stranger(y) -> -LiveWith(x, y)))))","all x.(Person(x) -> (LiveAt(x, home) -> all y.(Stranger(y) -> -LiveWith(x, y))))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"379","evaluated","If people spend a lot of time hanging out with and playing with their siblings, then they often live at home.","∀x (SpendTimeplayingWith(x, sibling) → LiveAt(x, home))","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: other
canonical_fol: (all x.(Person(x) -> exists y.(Sibling(y, x) & (SpendTimeWith(x, y) & PlayWith(x, y)))) -> all x.(Person(x) -> LiveAt(x, home)))","[positive|entailed] (all v0.(Person(v0) -> exists v1.(Sibling(v1,v0) & (SpendTimeWith(v0,v1) & PlayWith(v0,v1)))) -> all v2.(Person(v2) -> LiveAt(v2,home)))
[contrastive|no_contrastives] ","(all x.(Person(x) -> exists y.(Sibling(y, x) & (SpendTimeWith(x, y) & PlayWith(x, y)))) -> all x.(Person(x) -> LiveAt(x, home)))","recall=0.00 precision=n/a f1=n/a (P:0/1 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:1/1 C:0/0)"
"379","evaluated","Luke either is a baby born in a multiple birth and live with strangers, or is not a baby born in a multiple birth and does not live with strangers","¬(BornIn(luke, multipleBirth) ⊕ LiveWith(luke, strangers))","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: top_level_disjunction
canonical_fol: ((BabyBornInMultipleBirth(luke) & LiveWithStrangers(luke)) | (-BabyBornInMultipleBirth(luke) & -LiveWithStrangers(luke)))","[positive|entailed] ((BabyBornInMultipleBirth(luke) & LiveWithStrangers(luke)) | (-BabyBornInMultipleBirth(luke) & -LiveWithStrangers(luke)))
[contrastive|not_entailed] ((BabyBornInMultipleBirth(luke) & LiveWithStrangers(luke)) & (-BabyBornInMultipleBirth(luke) & -LiveWithStrangers(luke)))","((BabyBornInMultipleBirth(luke) & LiveWithStrangers(luke)) | (-BabyBornInMultipleBirth(luke) & -LiveWithStrangers(luke)))","PARSE_ERROR (normalized: -(BornIn(luke, multipleBirth) LiveWith(luke, strangers)))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"197","evaluated","It costs $205 to take the GRE test, which is cheaper than $300.","Cost(gRE, 205) ∧ Cheaper(205, 300)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (Cost(greTest, dollar205) & CheaperThan(dollar205, dollar300))","[positive|entailed] (Cost(greTest,dollar205) & CheaperThan(dollar205,dollar300))
[positive|entailed] Cost(greTest,dollar205)
[positive|entailed] CheaperThan(dollar205,dollar300)
[contrastive|not_entailed] (-Cost(greTest, dollar205) & CheaperThan(dollar205, dollar300))
[contrastive|not_entailed] (Cost(greTest, dollar205) & -CheaperThan(dollar205, dollar300))","(Cost(greTest, dollar205) & CheaperThan(dollar205, dollar300))","recall=0.00 precision=1.00 f1=0.00 (P:0/3 C:2/2)","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:2/2)"
"197","evaluated","ETS provides financial aid to those GRE applicants who prove economic hardship.","∀x (ApplicantOf(x, gre) ∧ Prove(x, economicHardship) → ProvideTo(ets, financialAid, x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((GREApplicant(x) & ProveEconomicHardship(x)) -> ProvideFinancialAidTo(ets, x))","[positive|entailed] all v0.((GREApplicant(v0) & ProveEconomicHardship(v0)) -> ProvideFinancialAidTo(ets,v0))
[contrastive|not_entailed] all x.((GREApplicant(x) & ProveEconomicHardship(x)) -> -ProvideFinancialAidTo(ets, x))","all x.((GREApplicant(x) & ProveEconomicHardship(x)) -> ProvideFinancialAidTo(ets, x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"197","evaluated","Tom lives in a single-parent family.","LivingIn(tom, singleParentFamily)","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_existential
canonical_fol: exists y.(SingleParentFamily(y) & LiveIn(tom, y))","[positive|entailed] exists v0.(SingleParentFamily(v0) & LiveIn(tom,v0))
[positive|entailed] exists v0.(SingleParentFamily(v0))
[contrastive|no_contrastives] ","exists y.(SingleParentFamily(y) & LiveIn(tom, y))","recall=0.50 precision=n/a f1=n/a (P:1/2 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)"
"197","evaluated","Tom's dad has been out of work, and Tom has few resources available to them.","OutOfWork(tomsDad) ∧ AvailableTo(fewResources, tom)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (OutOfWork(tomsDad) & HasFewResources(tom))","[positive|entailed] (OutOfWork(tomsDad) & HasFewResources(tom))
[positive|entailed] OutOfWork(tomsDad)
[positive|entailed] HasFewResources(tom)
[contrastive|not_entailed] (-OutOfWork(tomsDad) & HasFewResources(tom))
[contrastive|not_entailed] (OutOfWork(tomsDad) & -HasFewResources(tom))","(OutOfWork(tomsDad) & HasFewResources(tom))","recall=0.33 precision=1.00 f1=0.50 (P:1/3 C:2/2)","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:2/2)"
"197","evaluated","Tom is applying to take the GRE test.","ApplicantOf(tom, gre)","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_existential
canonical_fol: exists x.(GreTest(x) & ApplyingToTake(tom, x))","[positive|entailed] exists v0.(GreTest(v0) & ApplyingToTake(tom,v0))
[positive|entailed] exists v0.(GreTest(v0))
[contrastive|no_contrastives] ","exists x.(GreTest(x) & ApplyingToTake(tom, x))","recall=0.50 precision=n/a f1=n/a (P:1/2 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)"
"361","evaluated","If people spill a lot of food on their clothing, then they are not notably tidy.","∀x (Spill(x, aLotOfFood, clothing) → ¬NotablyTidy(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Person(x) -> (SpillFoodOnClothing(x) -> -NotablyTidy(x)))","[positive|entailed] all v0.(Person(v0) -> (SpillFoodOnClothing(v0) -> -NotablyTidy(v0)))
[contrastive|not_entailed] all x.(Person(x) -> -((SpillFoodOnClothing(x) -> -NotablyTidy(x))))","all x.(Person(x) -> (SpillFoodOnClothing(x) -> -NotablyTidy(x)))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"361","evaluated","All clumsy foodies who go out frequently to find new food restaurants to try are people who spill a lot of food on their clothing.","∀x (ClumsyFoodie(x) ∧ GoOutFrequentlyToFindToTry(x, newFoodRestaurant) → SpillOn(x, aLotOfFood, clothing))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.(exists y.((ClumsyFoodie(x) & GoOutFrequently(x) & Find(x, y) & NewFoodRestaurant(y))) -> (Person(x) & SpillFoodOnClothing(x)))","[positive|entailed] all v0.(exists v1.((ClumsyFoodie(v0) & GoOutFrequently(v0) & Find(v0,v1) & NewFoodRestaurant(v1))) -> (Person(v0) & SpillFoodOnClothing(v0)))
[positive|entailed] all v0.(exists v1.((ClumsyFoodie(v0) & GoOutFrequently(v0) & Find(v0,v1) & NewFoodRestaurant(v1))) -> Person(v0))
[positive|entailed] all v0.(exists v1.((ClumsyFoodie(v0) & GoOutFrequently(v0) & Find(v0,v1) & NewFoodRestaurant(v1))) -> SpillFoodOnClothing(v0))
[contrastive|not_entailed] all x.(exists y.((ClumsyFoodie(x) & GoOutFrequently(x) & Find(x, y) & NewFoodRestaurant(y))) -> (-Person(x) & SpillFoodOnClothing(x)))
[contrastive|not_entailed] all x.(exists y.((ClumsyFoodie(x) & GoOutFrequently(x) & Find(x, y) & NewFoodRestaurant(y))) -> (Person(x) & -SpillFoodOnClothing(x)))
[contrastive|not_entailed] all x.(exists y.((ClumsyFoodie(x) & GoOutFrequently(x) & Find(x, y) & NewFoodRestaurant(y))) -> -((Person(x) & SpillFoodOnClothing(x))))","all x.(exists y.((ClumsyFoodie(x) & GoOutFrequently(x) & Find(x, y) & NewFoodRestaurant(y))) -> (Person(x) & SpillFoodOnClothing(x)))","recall=0.00 precision=1.00 f1=0.00 (P:0/3 C:3/3)","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:3/3)"
"361","evaluated","If people are cleanly, then they are notably tidy.","∀x (Cleanly(x) → NotablyTidy(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((Person(x) & Cleanly(x)) -> NotablyTidy(x))","[positive|entailed] all v0.((Person(v0) & Cleanly(v0)) -> NotablyTidy(v0))
[contrastive|not_entailed] all x.((Person(x) & Cleanly(x)) -> -NotablyTidy(x))","all x.((Person(x) & Cleanly(x)) -> NotablyTidy(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"361","evaluated","All people whose families prioritize order and spotlessness themselves value order and spotlessness.","∀x ((∃y (FamilyOf(y, x) ∧ Prioritize(y, order) ∧ Prioritize(y, spotlessness)) → Value(x, order) ∧ Value(x, spotlessness))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.(exists y.((Person(x) & FamilyOf(y, x) & PrioritizeOrder(y) & PrioritizeSpotlessness(y))) -> (ValueOrder(x) & ValueSpotlessness(x)))","[positive|entailed] all v0.(exists v1.((Person(v0) & FamilyOf(v1,v0) & PrioritizeOrder(v1) & PrioritizeSpotlessness(v1))) -> (ValueOrder(v0) & ValueSpotlessness(v0)))
[positive|entailed] all v0.(exists v1.((Person(v0) & FamilyOf(v1,v0) & PrioritizeOrder(v1) & PrioritizeSpotlessness(v1))) -> ValueOrder(v0))
[positive|entailed] all v0.(exists v1.((Person(v0) & FamilyOf(v1,v0) & PrioritizeOrder(v1) & PrioritizeSpotlessness(v1))) -> ValueSpotlessness(v0))
[contrastive|not_entailed] all x.(exists y.((Person(x) & FamilyOf(y, x) & PrioritizeOrder(y) & PrioritizeSpotlessness(y))) -> (-ValueOrder(x) & ValueSpotlessness(x)))
[contrastive|not_entailed] all x.(exists y.((Person(x) & FamilyOf(y, x) & PrioritizeOrder(y) & PrioritizeSpotlessness(y))) -> (ValueOrder(x) & -ValueSpotlessness(x)))
[contrastive|not_entailed] all x.(exists y.((Person(x) & FamilyOf(y, x) & PrioritizeOrder(y) & PrioritizeSpotlessness(y))) -> -((ValueOrder(x) & ValueSpotlessness(x))))","all x.(exists y.((Person(x) & FamilyOf(y, x) & PrioritizeOrder(y) & PrioritizeSpotlessness(y))) -> (ValueOrder(x) & ValueSpotlessness(x)))","PARSE_ERROR (normalized: all x ((exists y (FamilyOf(y, x) & Prioritize(y, order) & Prioritize(y, spotlessness)) -> Value(x, order) & Value(x, spotlessness)))","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:3/3)"
"361","evaluated","Peter is either a person who spills a lot of food on his clothing and is cleanly, or a person who does not spill a lot of food on his clothing and is not cleanly","¬(Spill(peter, aLotOfFood, clothing) ⊕ Cleanly(peter))","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: top_level_disjunction
canonical_fol: ((Person(peter) & SpillsFoodOnClothing(peter) & Cleanly(peter)) | (Person(peter) & -SpillsFoodOnClothing(peter) & -Cleanly(peter)))","[positive|entailed] ((Person(peter) & SpillsFoodOnClothing(peter) & Cleanly(peter)) | (Person(peter) & -SpillsFoodOnClothing(peter) & -Cleanly(peter)))
[contrastive|not_entailed] ((Person(peter) & SpillsFoodOnClothing(peter) & Cleanly(peter)) & (Person(peter) & -SpillsFoodOnClothing(peter) & -Cleanly(peter)))","((Person(peter) & SpillsFoodOnClothing(peter) & Cleanly(peter)) | (Person(peter) & -SpillsFoodOnClothing(peter) & -Cleanly(peter)))","PARSE_ERROR (normalized: -(Spill(peter, aLotOfFood, clothing) Cleanly(peter)))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"262","evaluated","All fir trees are evergreens.","∀x (FirTree(x) → Evergreen(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(FirTree(x) -> Evergreen(x))","[positive|entailed] all v0.(FirTree(v0) -> Evergreen(v0))
[contrastive|not_entailed] all x.(FirTree(x) -> -Evergreen(x))","all x.(FirTree(x) -> Evergreen(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"262","evaluated","Some objects of worship are fir trees.","∃x ∃y (ObjectOfWorship(x) ∧ ObjectOfWorship(y) ∧ FirTree(x) ∧ FirTree(y) ∧ ¬(x=y))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_existential
canonical_fol: exists x.(ObjectOfWorship(x) & FirTree(x))","[positive|entailed] exists v0.(ObjectOfWorship(v0) & FirTree(v0))
[positive|entailed] exists v0.(ObjectOfWorship(v0))
[contrastive|no_contrastives] ","exists x.(ObjectOfWorship(x) & FirTree(x))","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)"
"124","evaluated","The Picuris Mountains are a mountain range in New Mexico or Texas.","MountainRange(thePicurisMountains) ∧ (In(thePicurisMountains, newMexico) ⊕ In(thePicurisMountains, texas))","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (MountainRange(picurisMountains) & (In(picurisMountains, newMexico) | In(picurisMountains, texas)))","[positive|entailed] (MountainRange(picurisMountains) & (In(picurisMountains,newMexico) | In(picurisMountains,texas)))
[positive|entailed] MountainRange(picurisMountains)
[positive|entailed] (In(picurisMountains,newMexico) | In(picurisMountains,texas))
[contrastive|not_entailed] (-MountainRange(picurisMountains) & (In(picurisMountains, newMexico) | In(picurisMountains, texas)))
[contrastive|not_entailed] (MountainRange(picurisMountains) & -((In(picurisMountains, newMexico) | In(picurisMountains, texas))))","(MountainRange(picurisMountains) & (In(picurisMountains, newMexico) | In(picurisMountains, texas)))","PARSE_ERROR (normalized: MountainRange(thePicurisMountains) & (In(thePicurisMountains, newMexico) In(thePicurisMountains, texas)))","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:2/2)"
"124","evaluated","Juan de Onate visited the Picuris Mountains.","Visited(juanDeOnate, thePicurisMountains)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: Visited(juanDeOnate, picurisMountains)","[positive|entailed] Visited(juanDeOnate,picurisMountains)
[contrastive|not_entailed] -Visited(juanDeOnate, picurisMountains)","Visited(juanDeOnate, picurisMountains)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"124","evaluated","The Harding Pegmatite Mine, located in the Picuris Mountains, was donated.","In(hardingPegmatiteMine, thePicurisMountains) ∧ Mine(hardingPegmatiteMine) ∧ Donated(hardingPegmatiteMine)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (LocatedIn(hardingPegmatiteMine, picurisMountains) & Donated(hardingPegmatiteMine))","[positive|entailed] (LocatedIn(hardingPegmatiteMine,picurisMountains) & Donated(hardingPegmatiteMine))
[positive|entailed] LocatedIn(hardingPegmatiteMine,picurisMountains)
[positive|entailed] Donated(hardingPegmatiteMine)
[contrastive|not_entailed] (-LocatedIn(hardingPegmatiteMine, picurisMountains) & Donated(hardingPegmatiteMine))
[contrastive|not_entailed] (LocatedIn(hardingPegmatiteMine, picurisMountains) & -Donated(hardingPegmatiteMine))","(LocatedIn(hardingPegmatiteMine, picurisMountains) & Donated(hardingPegmatiteMine))","recall=0.33 precision=1.00 f1=0.50 (P:1/3 C:2/2)","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:2/2)"
"124","evaluated","There are no mountain ranges in texas that have mines that have been donated.","∀x ∀y (Mine(x) ∧ Donated(x) ∧ In(x, y) ∧ MountainRange(y) → ¬In(y, texas))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Has(x, y) & Mine(y) & Has(y, z) & Donated(z)))) -> -MountainRange(x))","[positive|entailed] all v0.(exists v1.(exists v2.((MountainRange(v0) & In(v0,texas) & Has(v0,v1) & Mine(v1) & Has(v1,v2) & Donated(v2)))) -> -MountainRange(v0))
[contrastive|entailed] all x.(exists y.(exists z.((-MountainRange(x) & In(x, texas) & Has(x, y) & Mine(y) & Has(y, z) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & -In(x, texas) & Has(x, y) & Mine(y) & Has(y, z) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & -Has(x, y) & Mine(y) & Has(y, z) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Has(x, y) & -Mine(y) & Has(y, z) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Has(x, y) & Mine(y) & -Has(y, z) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Has(x, y) & Mine(y) & Has(y, z) & -Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Has(x, y) & Mine(y) & Has(y, z) & Donated(z)))) -> MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & In(texas, x) & Has(x, y) & Mine(y) & Has(y, z) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Has(y, x) & Mine(y) & Has(y, z) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Has(x, y) & Mine(y) & Has(z, y) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] exists x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Has(x, y) & Mine(y) & Has(y, z) & Donated(z)))) & -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((In(x, texas) & Has(x, y) & Mine(y) & Has(y, z) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & Has(x, y) & Mine(y) & Has(y, z) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Mine(y) & Has(y, z) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Has(x, y) & Has(y, z) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Has(x, y) & Mine(y) & Donated(z)))) -> -MountainRange(x))
[contrastive|entailed] all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Has(x, y) & Mine(y) & Has(y, z)))) -> -MountainRange(x))","all x.(exists y.(exists z.((MountainRange(x) & In(x, texas) & Has(x, y) & Mine(y) & Has(y, z) & Donated(z)))) -> -MountainRange(x))","recall=0.00 precision=0.88 f1=0.00 (P:0/1 C:15/17)","recall=1.00 precision=0.00 f1=0.00 (P:1/1 C:0/17)"
"183","evaluated","If a man is taller than another man, the taller one can block the other's shooting.","∀x ∀y (Man(x) ∧ Man(y) ∧ Taller(x, y) → CanBlock(x, y))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Man(x) -> all y.((Man(y) & TallerThan(x, y)) -> CanBlockShooting(x, y)))","[positive|entailed] all v0.(Man(v0) -> all v1.((Man(v1) & TallerThan(v0,v1)) -> CanBlockShooting(v0,v1)))
[contrastive|not_entailed] all x.(Man(x) -> -(all y.((Man(y) & TallerThan(x, y)) -> CanBlockShooting(x, y))))","all x.(Man(x) -> all y.((Man(y) & TallerThan(x, y)) -> CanBlockShooting(x, y)))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"183","evaluated","If person x is taller than person y, and person y is taller than person z, then x is taller than z","∀x ∀y ∀z ((Taller(x, y) ∧ Taller(y, z)) → Taller(x, z))","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: ((TallerThan(x, y) & TallerThan(y, z)) -> TallerThan(x, z))","[positive|unknown] ((TallerThan(x,y) & TallerThan(y,z)) -> TallerThan(x,z))
[contrastive|no_contrastives] ","((TallerThan(x, y) & TallerThan(y, z)) -> TallerThan(x, z))","recall=0.00 precision=n/a f1=n/a (P:0/1 C:0/0)","recall=0.00 precision=n/a f1=n/a (P:0/1 C:0/0)"
"183","evaluated","Peter is a man who is taller than Michael.","Man(peter) ∧ Taller(peter, michael)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (Man(peter) & TallerThan(peter, michael))","[positive|entailed] (Man(peter) & TallerThan(peter,michael))
[positive|entailed] Man(peter)
[positive|entailed] TallerThan(peter,michael)
[contrastive|not_entailed] (-Man(peter) & TallerThan(peter, michael))
[contrastive|not_entailed] (Man(peter) & -TallerThan(peter, michael))","(Man(peter) & TallerThan(peter, michael))","recall=0.33 precision=1.00 f1=0.50 (P:1/3 C:2/2)","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:2/2)"
"183","evaluated","Michael cannot block Windy's shooting.","¬CanBlock(michael, windy)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: -BlockShooting(michael, windy)","[positive|entailed] -BlockShooting(michael,windy)
[contrastive|not_entailed] BlockShooting(michael, windy)","-BlockShooting(michael, windy)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"183","evaluated","Every shooter who can jump when shooting is a great shooter.","∀x (JumpWhenShooting(x) → GreatShooter(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((Shooter(x) & CanJumpWhenShooting(x)) -> GreatShooter(x))","[positive|entailed] all v0.((Shooter(v0) & CanJumpWhenShooting(v0)) -> GreatShooter(v0))
[contrastive|not_entailed] all x.((Shooter(x) & CanJumpWhenShooting(x)) -> -GreatShooter(x))","all x.((Shooter(x) & CanJumpWhenShooting(x)) -> GreatShooter(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"151","evaluated","Barutin Cove is a cove named after the Bulgarian settlement of Barutin.","Cove(barutinCove) ∧ NamedAfter(barutinCove, barutinSettlement) ∧ LocatedIn(barutinSettlement, bulgaria)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (Cove(barutinCove) & NamedAfter(barutinCove, barutin) & BulgarianSettlement(barutin))","[positive|entailed] (Cove(barutinCove) & NamedAfter(barutinCove,barutin) & BulgarianSettlement(barutin))
[positive|entailed] Cove(barutinCove)
[positive|entailed] NamedAfter(barutinCove,barutin)
[positive|entailed] BulgarianSettlement(barutin)
[contrastive|not_entailed] (-Cove(barutinCove) & NamedAfter(barutinCove, barutin) & BulgarianSettlement(barutin))
[contrastive|not_entailed] (Cove(barutinCove) & -NamedAfter(barutinCove, barutin) & BulgarianSettlement(barutin))
[contrastive|not_entailed] (Cove(barutinCove) & NamedAfter(barutinCove, barutin) & -BulgarianSettlement(barutin))","(Cove(barutinCove) & NamedAfter(barutinCove, barutin) & BulgarianSettlement(barutin))","recall=0.25 precision=1.00 f1=0.40 (P:1/4 C:3/3)","recall=1.00 precision=1.00 f1=1.00 (P:4/4 C:3/3)"
"151","evaluated","Barutin Cove is on the southwest coast of Snow Island.","LocatedIn(barutinCove, snowIsland)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: OnSouthwestCoastOf(barutinCove, snowIsland)","[positive|entailed] OnSouthwestCoastOf(barutinCove,snowIsland)
[contrastive|not_entailed] -OnSouthwestCoastOf(barutinCove, snowIsland)","OnSouthwestCoastOf(barutinCove, snowIsland)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
